Pais;Entidad estatal;Referencia;Descripción;Fase actual;Fecha de publicación;Fecha de presentación de ofertas;Cuantía Estado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-1015-2024;PRESTAR SERVICIOS DE APOYO ADMINISTRATIVO EN EL SEGUIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;1/08/2024 5:41 PM (UTC -5 horas);-;14.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE IZA;MIMC-021-2024;DESARROLLO DE PROCESOS INTEGRALES DE ENTREGA Y/O SUMINISTRO DE COMPLEMENTO ALIMENTARIO A ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES (PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE) EN EL MUNICIPIO DE;Presentación de oferta;1/08/2024 5:31 PM (UTC -5 horas);5/08/2024 12:30 PM (UTC -5 horas);14.694.791,04 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;SECRETARIA DISTRITAL DE DESARROLLO ECONOMICO - ALCALDIA BOGOTÁ;CDPS-783-2024;CDPS-ANGIE MILENA BUITRAGO PAEZ;Presentación de oferta;1/08/2024 4:01 PM (UTC -5 horas);-;17.064.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE HISPANIA;CPSP 100-09-03-031-2024;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO EN EL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, EL MANEJO DE LA PLATAFORMA DEL SISTEMA INTEGRADO DE MATRÍCULA SIMAT EN CONJUNTO CON LAS ESTRATE;Presentación de oferta;1/08/2024 2:00 PM (UTC -5 horas);-;14.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;CONCEJO MUNICIPAL CHIA;CMC-CPS-043-2024;DIANA CAROLINA PAEZ SILVA;Presentación de oferta;1/08/2024 1:07 PM (UTC -5 horas);-;17.717.326 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE ARMENIA;SMC-014-2024;SUMINISTRO DE VIVERES Y TRANSPORTE PARA LA EJECUCION DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE;Presentación de oferta;1/08/2024 9:25 AM (UTC -5 horas);6/08/2024 1:00 PM (UTC -5 horas);15.658.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE CHISCAS;ESAL-008-2024;Convenio de Asociación PAE;Presentación de oferta;31/07/2024 9:09 PM (UTC -5 horas);2/08/2024 9:00 AM (UTC -5 horas);30.938.361,19 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-1005-2024;PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN EN EL AREA AMBIENTAL PARA LA VIGILANCIA Y SEGUIMIENTO DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDAB;Presentación de oferta;31/07/2024 8:11 PM (UTC -5 horas);-;10.800.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-1004-2024;PRESTACION DE SERVICIOS PROFESIONALES PARA EL FORTALECIMIENTO Y VIGILANCIA DEL COMPONENTE SOCIAL DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDABLAN;Presentación de oferta;31/07/2024 7:53 PM (UTC -5 horas);-;18.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN JOSE DE CUCUTA;SG-CPS-1482-2024;2024R-1739 PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERO ALIMENTOS A EN RESPONSABILIDAD DEL COMPONENTE TÉCNICO DEL EQUIPO PAE EN APOYO A LA SUPERVISIÓN DEL PROGRAMA PAE, ASÍ COMO REALIZAR ACTIV;Presentación de oferta;31/07/2024 4:14 PM (UTC -5 horas);-;4.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE VALDIVIA;PCESAL-CA-001-2024;PRESTACION DE SERVICIOS PARA LA IMPLEMENTACION DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE PARA LOS NIÑOS, NIÑAS Y ADOLECENTES DE LA MATRICULA OFICIAL DEL MUNICIPIO DE VALDIVIA ANTIOQUIA PARA LA VIGENCI;Presentación de oferta;31/07/2024 1:11 PM (UTC -5 horas);2/08/2024 12:00 PM (UTC -5 horas);1.224.820.994 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL+;CD223-2024;MARIA JOSE GARAY PAEZ;Presentación de oferta;31/07/2024 12:54 PM (UTC -5 horas);-;11.100.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SAN JERONIMO;D-148-2024;PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN EN EL FORTALECIMIENTO, DESARROLLO Y EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, EN EL MUNICIPIO DE SAN JERÓNIMO;Presentación de oferta;31/07/2024 9:16 AM (UTC -5 horas);-;8.593.164 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL+;CD215-2024;MONICA MARINA DIAZ PAEZ;Presentación de oferta;30/07/2024 11:05 PM (UTC -5 horas);-;9.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;IDARTES;2375-2024;JAVIER ANDRES PAEZ ROJAS;Presentación de oferta;30/07/2024 10:03 PM (UTC -5 horas);-;12.596.430 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE BUSBANZA - BOYACA;MP-ESAL-007 DE 2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS EN LA IMPLEMENTACIÓN Y EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, PARA SUMINISTRO DE COMPLEMENTO ALIMENTARIO A ESTUDIANTES DE LA INSTIT;Presentación de oferta;30/07/2024 5:28 PM (UTC -5 horas);31/07/2024 6:00 PM (UTC -5 horas);7.410.861,24 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MOTAVITA;MC-MM-020 DE 2024;EJECUTAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, DURANTE EL SEGUNDO SEMESTRE AÑO 2024, SEGÚN CONVENIO INTERADMINISTRATIVO 2471-2024 FIRMADO ENTRE EL DEPARTAMENTO DE BOYACÁ Y EL MUNICIPIO DE MOTAVIT;Presentación de oferta;30/07/2024 4:26 PM (UTC -5 horas);1/08/2024 4:00 PM (UTC -5 horas);35.030.330,37 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;E.S.E HOSPITAL LOCAL DE TENERIFE;CPS-414-2024;INES MILENA PAEZ BLANCO;Presentación de oferta;30/07/2024 2:23 PM (UTC -5 horas);-;1.500.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA OLAYA;PSC 001-2024;PAE 2024-II;Presentación de oferta;30/07/2024 12:23 PM (UTC -5 horas);5/08/2024 5:05 PM (UTC -5 horas);157.547.941 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE SORA;MS-MIN-033-2024;EJECUTAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, DURANTE EL SEGUNDO SEMESTRE AÑO 2024, SEGÚN CONVENIO INTERADMINISTRATIVO NO. 2539-2024, FIRMADO ENTRE EL DEPARTAMENTO DE BOYACÁ Y EL MUNICIPIO DE SO;Presentación de oferta;30/07/2024 11:25 AM (UTC -5 horas);1/08/2024 11:30 AM (UTC -5 horas);27.948.052,8 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO;CCV-020-2024;COMPRA DE UTILES DE ESCRITORIO PARA LA INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO BELACAZAR PAEZ CAUCA;Presentación de oferta;29/07/2024 8:43 PM (UTC -5 horas);-;25.092.324 COP;Publicado;Detalle
COLOMBIA;MUNICIPIO DE ARMENIA;SMC-013-2024;SUMINISTRO DE VÍVERES Y TRANSPOTE PARA LA EJECUCION DE 1.800 RACIONES ALIMENTARIAS PERTENECIENTES AL PROGRAMA DE ALIMENTACION ESCOLAR- PAE;Presentación de oferta;29/07/2024 8:22 PM (UTC -5 horas);1/08/2024 11:00 AM (UTC -5 horas);7.180.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA;CTO-601-2024;SILVIA MARIA CASTAÑO PAEZ;Presentación de oferta;29/07/2024 5:52 PM (UTC -5 horas);-;5.206.007 COP;Publicado;Detalle
COLOMBIA;ALCALDÍA MUNICIPIO DE GARAGOA;SUBASTA INVERSA AMG-SIP-009-2024 (Presentación de oferta);SUMINISTRO DE ALIMENTACIÓN ESCOLAR CON DESTINO A LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE GARAGOA, PARA GARANTIZAR EL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, DURANTE EL SEGUNDO SEMESTRE D;Presentación de oferta;29/07/2024 2:55 PM (UTC -5 horas);5/08/2024 5:00 PM (UTC -5 horas);639.758.387,4 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE MELGAR;CD 594-2024;WILSON HERNAN NARVAEZ PAEZ;Presentación de oferta;29/07/2024 2:33 PM (UTC -5 horas);-;7.600.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ASOCIACION DE MUNICIPIOS DEL URABA ANTIOQUEÑO - ASOMURA;CD-036-2024;SUMINISTRO DE ALIMENTOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, EN CUMPLIMIENTO DEL CONTRATO INTERADMINISTRATIVO N0142 DEL 2024 SUSCRITO ENTRE EL MUNICIPIO DE CHIGORODÓ Y ASOMU;Presentación de oferta;29/07/2024 1:04 PM (UTC -5 horas);-;486.731.894 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE QUIPAMA;ESAL-MQ-004-2024;PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE;Presentación de oferta;29/07/2024 12:32 PM (UTC -5 horas);31/07/2024 4:30 PM (UTC -5 horas);46.313.281,8 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ;FC-5848-2024;COMPRA DE SUMINISTROS DE PAPAELERIA DE LA ESE HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ DE CAREPA;Presentación de oferta;29/07/2024 10:02 AM (UTC -5 horas);-;119.380 COP;Publicado;Detalle
COLOMBIA;DEPARTAMENTO DE CUNDINAMARCA -SECRETARIA DE GOBIERNO;SGO-CPS-347-2024;DIEGO ALEJANDRO MANCERA PAEZ;Presentación de oferta;29/07/2024 4:28 AM (UTC -5 horas);-;16.448.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE MACANAL;MM-ESAL-SE-004-2024;PAE SEGUNDO SEMESTRE;Presentación de oferta;26/07/2024 8:35 PM (UTC -5 horas);30/07/2024 11:30 AM (UTC -5 horas);39.715.185,6 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE SANTA BARBARA;002-2024;INTEGRAR ESFUERZOS INSTITUCIONALES, TÉCNICOS Y ADMINISTRATIVOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE, DIRIGIDO A LOS NIÑOS, NIÑAS, ADOLESCENTES Y JÓVENES CON MATRICULA OFICIAL DE;Presentación de oferta;26/07/2024 8:12 PM (UTC -5 horas);30/07/2024 3:00 PM (UTC -5 horas);1.051.082.960 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUTO COLOMBIANO PARA LA EVALUACIÓN DE LA EDUCACIÓN - ICFES;ICFES-CD-677-2024;CESAR AUGUSTO PAEZ RAMOS;Presentación de oferta;26/07/2024 4:25 PM (UTC -5 horas);-;18.080.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE TITIRIBI++;MC 032 DE 2024;Suministro de víveres para atender el Programa de Alimentación Escolar PAE en la modalidad complemento alimentario tipo am/pm a los estudiantes de la matricula oficial del municipio de Titiribí, A;Presentación de oferta;26/07/2024 2:36 PM (UTC -5 horas);31/07/2024 4:00 PM (UTC -5 horas);33.658.444 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE TITIRIBI++;MC 031 DE 2024;Suministro de víveres para atender el Programa de Alimentación Escolar (PAE) en las modalidades complemento alimentario tipo almuerzo a los estudiantes de la matricula oficial del municipio de Titirib;Presentación de oferta;26/07/2024 2:34 PM (UTC -5 horas);31/07/2024 4:00 PM (UTC -5 horas);25.557.120 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0964-2024;PRESTACION DE SERVICIOS DE APOYO PARA EL FORTALECIMIENTO, VIGILANCIA Y SEGUIMIENTO DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FLORIDABLANCA;Presentación de oferta;26/07/2024 2:18 PM (UTC -5 horas);-;12.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE CUCAITA;MC-CPS-058-2024;PRESTACIÓN DE SERVICIOS COMO APOYO A LA GESTIÓN DE ASUNTOS ADMINISTRATIVOS, GESTIÓN DOCUMENTAL, APOYO A LA SUPERVISIÓN PAE Y DEMÁS REALIZADAS POR LA SECRETARÍA DE GOBIERNO DEL MUNICIPIO DE CUCAITA VIG;Presentación de oferta;26/07/2024 1:37 PM (UTC -5 horas);-;9.900.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL DE VILLETA;CD 282 DE 2024;MARIA CRISTINA PAEZ;Presentación de oferta;26/07/2024 12:24 PM (UTC -5 horas);-;12.000.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA MUNICIPAL DE COCORNÁ;SA002-2024 (Presentación de oferta);Integrar esfuerzos para la ejecucion del programa de alimentacion escolar PAE para los niños niñas y adolescentes de la matricula oficial del municipio de COCORNÁ ANTIOQUIA para la vigencia 2024-2 (Pr;Presentación de oferta;26/07/2024 10:02 AM (UTC -5 horas);6/08/2024 8:00 AM (UTC -5 horas);1.188.701.280 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ASOCIACION DE MUNICIPIOS DEL URABA ANTIOQUEÑO - ASOMURA;MAC-01-2024;SUMINISTRO PARA REALIZAR LA ENTREGA DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES DE LA MATRÍCULA OFICIAL DEL MUNICIPIO DE CAREPA , ANTIOQUIA, PARA LA VIGENCIA SEGUN;Presentación de oferta;25/07/2024 11:01 PM (UTC -5 horas);6/08/2024 8:00 AM (UTC -5 horas);2.560.191.542 COP;Proceso en evaluación y observaciones;Detalle
COLOMBIA;MUNICIPIO DE CHIGORODO;CI-0142-2024;CONTRATO INTERADMINISTRATIVO PAE;Presentación de oferta;25/07/2024 6:16 PM (UTC -5 horas);-;411.553.851 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE REMEDIOS;MC-SECD-039-2024;SUMINISTRO DE PIPETAS Y GAS LICUADO Y PETROLEO GLP PARA LOS RESTAURANTES ESCOLARES DE LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE REMEDIOS DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE DEL MUNICIPIO DE R;Presentación de oferta;25/07/2024 5:24 PM (UTC -5 horas);30/07/2024 10:00 AM (UTC -5 horas);33.680.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE CARTAGO;12-249-2024;PRESTACION DE LOS SERVICIOS PARA LA OPERACION-PAE;Presentación de oferta;25/07/2024 3:34 PM (UTC -5 horas);26/07/2024 12:00 PM (UTC -5 horas);2.177.448.382,89 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE REMEDIOS;MC-SECD-037-2024;SUMINISTRO DE MATERIALES PARA ASEO PARA EL FUNCIONAMIENTO DEL PROGRAMA ESCOLAR PAE DEL MUNICIPIO DE REMEDIOS CONFORME AL CONVENIO INTERADMINISTRATIVO Nº 460017216 CODIGO BPIN 2024056040080;Presentación de oferta;25/07/2024 3:11 PM (UTC -5 horas);29/07/2024 5:00 PM (UTC -5 horas);21.839.927 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;E.S.E. CENTRO DE SALUD SAN JOSE DE ALBAN;2024-158;PRESTAR LOS SERVICIOS PERSONALES COMO CONDUCTOR DEL PAEQUE AUTOMOTOR DE LA ESE SAN JOSE DE ALBAN;Presentación de oferta;25/07/2024 11:47 AM (UTC -5 horas);-;1.300.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA DE FLORIDABLANCA;FLO-CONT-CD-0954-2024;PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN COMO TECNOLOGA DE ALIMENTOS PARA EL SEGUIMIENTO Y VIGILANCIA DEL PROGRAMA DE ALIMENTACION ESCOLAR (PAE) EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE;Presentación de oferta;25/07/2024 10:54 AM (UTC -5 horas);-;13.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ESE HOSPITAL LOCAL MAHATES;NCC 2024-07-02-014;LINDA PAEZ GONGORA;Presentación de oferta;24/07/2024 10:05 PM (UTC -5 horas);-;8.400.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;CAJA DE LA VIVIENDA POPULAR//;CVP-510-2024;WILLIAM ANTONIO ZAPATA PAEZ;Presentación de oferta;24/07/2024 8:08 PM (UTC -5 horas);-;39.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUCION EDNOEDUCATIVA RURAL ISHACHIMANA;RE- IERI - 002 - 2024;SUMINISTRO DE PAELERIA Y ACCESORIOS DE OFICINA;Presentación de oferta;24/07/2024 6:48 PM (UTC -5 horas);-;25.990.000 COP;Publicado;Detalle
COLOMBIA;UNIVERSIDAD NACIONAL DE COLOMBIA;OSE_1286_2024;PRESTAR SERVICIOS ASISTENCIALES PARA APOYAR LAS ACTIVIDADES DE SEGUIENTO EN CAMPO, APOYAR EN LA VALIDACIÓN, CORRECCIÓN Y ANÁLISIS DE LOS INDICADORES CARGADOS EN EL APLICATIVO PAEVISION, EN EL MARCO;Presentación de oferta;24/07/2024 3:58 PM (UTC -5 horas);-;7.500.000 COP;Publicado;Detalle
COLOMBIA;DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO;DADEP-CD-410-2024;PRESTACIÓN DE SERVICIOS - GLORIA ESPERANZA PULGA PAEZ;Presentación de oferta;24/07/2024 2:54 PM (UTC -5 horas);-;24.850.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPIO DE TITIRIBI++;CPS 149 DE 2024;Prestación de servicios de apoyo a la gestión a través de la administración, manejo, control y supervisión del programa de alimentación escolar PAE en todos sus componentes y plataformas asociadas de;Presentación de oferta;24/07/2024 11:44 AM (UTC -5 horas);-;6.111.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA;066-2024;MARIA ANGELICA PAEZ PAEZ;Presentación de oferta;24/07/2024 11:13 AM (UTC -5 horas);-;2.300.000 COP;Publicado;Detalle
COLOMBIA;ALCALDIA DE CIUDAD BOLIVAR;CA001-2024;EJECUCIÓN DEL PROGRAMA DE ALIMENTACION ESCOLAR - PAE;Presentación de oferta;24/07/2024 10:14 AM (UTC -5 horas);30/07/2024 8:05 AM (UTC -5 horas);754.514.688 COP;Proceso cancelado;Detalle
COLOMBIA;SECRETARIA DISTRITAL DEL HABITAT;V1-5-SIGA-1016444;JAIRO ENRIQUE MOSQUERA PAEZ;Presentación de oferta;24/07/2024 10:08 AM (UTC -5 horas);-;34.339.580 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE EBEJICO;ESAL001-2024;mplementcion PAE ESCOLAR segundo semestre 2024;Presentación de oferta;23/07/2024 11:31 PM (UTC -5 horas);26/07/2024 6:00 PM (UTC -5 horas);450.719.392 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPO DE VENTAQUEMADA;MV-RE-ESAL-003-2024;PAE 9 DIAS;Presentación de oferta;23/07/2024 10:11 PM (UTC -5 horas);26/07/2024 8:30 AM (UTC -5 horas);141.880.379,49 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DE NARIÑO *;LP002-2024 (Presentación de oferta);CONTRATACION DEL PAE MAYORITARIO (Presentación de oferta);Presentación de oferta;23/07/2024 9:40 PM (UTC -5 horas);30/07/2024 9:00 AM (UTC -5 horas);8.894.831.973,5 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-CD-067-2024;CONVENIO INTERADMINISTRATIVO PAE CON GINEBRA;Presentación de oferta;23/07/2024 9:10 PM (UTC -5 horas);-;49.145.738 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-CD-065-2024;CONVENIO INTERADMINISTRATIVO PAE CON PRADERA;Presentación de oferta;23/07/2024 8:43 PM (UTC -5 horas);-;186.411.491 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;PERSONERIA MUNICIPAL DE MADRID;048-2024;PRESTACION DE SERVICIOS PROFESIONALES PARA EL SEGUMIENTO DEL PAE, EDUCACION, ASESORÍA Y TRÁMITE DE SOLICITUDES EN DERECHO CIVIL, ASI COMO ACCIONES CONSTITUCIONALES EN DEFENSA DE DERECHOS HUMANOS, ATEN;Presentación de oferta;23/07/2024 8:41 PM (UTC -5 horas);-;23.700.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-CD-069-2024;CONVENIO INTERADMINISTRATIVO PAE CON SEVILLA;Presentación de oferta;23/07/2024 8:25 PM (UTC -5 horas);-;215.216.957 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-CD-062-2024;CONVENIO INTERADMINISTRATIVO PAE CON CALIMA EL DARIEN;Presentación de oferta;23/07/2024 8:00 PM (UTC -5 horas);-;127.336.364 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-CD-059-2024;CONVENIO INTERADMINISTRATIVO PAE CON ANDALUCIA;Presentación de oferta;23/07/2024 7:47 PM (UTC -5 horas);-;33.249.713 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-CD-054-2024;CONVENIO INTERADMINISTRATIVO PAE CON BOLIVAR;Presentación de oferta;23/07/2024 7:32 PM (UTC -5 horas);-;55.530.579 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION;SED-CD-056-2024;CONVENIO INTERADMINISTRATIVO PAE CON LA VICTORIA;Presentación de oferta;23/07/2024 7:11 PM (UTC -5 horas);-;99.555.742,42 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDIA MUNICIPAL SAN PEDRO DE URABA;LP-002-SECRD-2024-2 (Presentación de oferta);FORTALECIMIENTO EN LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - (PAE), ATENDIENDO PAGO A PERSONAL MANIPULADOR DE ALIMENTOS, TRASPORTE, LOGÍSTICA, DISTRIBUCIÓN DE VÍVERES Y SUMINISTRO DE GAS PRO;Presentación de oferta;23/07/2024 4:29 PM (UTC -5 horas);5/08/2024 10:00 AM (UTC -5 horas);2.013.353.040 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;IDARTES;2353-2024;ASTRID ALEJANDRA PAEZ CARREÑO;Presentación de oferta;23/07/2024 2:17 PM (UTC -5 horas);-;31.400.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE YARUMAL;LP-SE-002-2024 (Presentación de oferta);LP-EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE EN EL MUNICIPIO DE YARUMAL-ANTIOQUIA (Presentación de oferta);Presentación de oferta;22/07/2024 5:15 PM (UTC -5 horas);29/07/2024 6:02 PM (UTC -5 horas);2.684.043.629 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE REMEDIOS;RG-SECD-002-2024;PAE 2024-2;Presentación de oferta;22/07/2024 4:56 PM (UTC -5 horas);24/07/2024 6:00 PM (UTC -5 horas);3.063.078.060 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS;CD-SECGRAL-4659-2024;WADID YEZID HERNANDO PAEZ CABALLERO;Presentación de oferta;22/07/2024 2:32 PM (UTC -5 horas);-;13.500.000 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE CISNEROS;SASIE-003-2024 (Presentación de oferta);EJECUCIÓN DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENETES DE LA MATRICULA OFICIAL ACORDE A LOS CUPOS ASIGNADOS DEL MUNICIPIO DE CISNEROS-ANTIOQUIA (POR 84 DIAS CALENDAR;Presentación de oferta;22/07/2024 12:02 PM (UTC -5 horas);27/07/2024 12:00 PM (UTC -5 horas);676.578.840 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;MUNICIPIO DE GRANADA;SA_SU001-2024 (Presentación de oferta);PAE SEMETRE II (Presentación de oferta);Presentación de oferta;19/07/2024 5:48 PM (UTC -5 horas);26/07/2024 12:00 PM (UTC -5 horas);528.104.877 COP;Proceso adjudicado y celebrado;Detalle
COLOMBIA;INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE);IND-24-SAF-01-3188;CLAUDIA AREVALO PAEZ;Presentación de oferta;19/07/2024 12:25 PM (UTC -5 horas);-;9.000.000 COP;Proceso adjudicado y celebrado;Detalle
